Neptune
                 x:                  y:                  z:                  t: 
         10560.25208        -2831.801064        -185.0559819               0.184
         10560.25208        -2831.801061         -185.055982               0.185
         10560.25208        -2831.801058        -185.0559821               0.186
         10560.25208        -2831.801055        -185.0559822               0.187
         10560.25208        -2831.801052        -185.0559822               0.188
         10560.25209        -2831.801049        -185.0559823               0.189
         10560.25209        -2831.801046        -185.0559824                0.19
         10560.25209        -2831.801043        -185.0559825               0.191
         10560.25209         -2831.80104        -185.0559826               0.192
         10560.25209        -2831.801036        -185.0559826               0.193
         10560.25209        -2831.801033        -185.0559827               0.194
         10560.25209         -2831.80103        -185.0559828               0.195
         10560.25209        -2831.801027        -185.0559829               0.196
         10560.25209        -2831.801024         -185.055983               0.197
         10560.25209        -2831.801021        -185.0559831               0.198
         10560.25209        -2831.801018        -185.0559831               0.199
         10560.25209        -2831.801015        -185.0559832                 0.2
         10560.25209        -2831.801012        -185.0559833               0.201
          10560.2521        -2831.801009        -185.0559834               0.202
          10560.2521        -2831.801006        -185.0559835               0.203
          10560.2521        -2831.801003        -185.0559835               0.204
          10560.2521           -2831.801        -185.0559836               0.205
          10560.2521        -2831.800997        -185.0559837               0.206
          10560.2521        -2831.800994        -185.0559838               0.207
          10560.2521        -2831.800991        -185.0559839               0.208
          10560.2521        -2831.800988        -185.0559839               0.209
          10560.2521        -2831.800985         -185.055984                0.21
          10560.2521        -2831.800982        -185.0559841               0.211
          10560.2521        -2831.800979        -185.0559842               0.212
          10560.2521        -2831.800975        -185.0559843               0.213
         10560.25211        -2831.800972        -185.0559844               0.214
         10560.25211        -2831.800969        -185.0559844               0.215
         10560.25211        -2831.800966        -185.0559845               0.216
         10560.25211        -2831.800963        -185.0559846               0.217
         10560.25211         -2831.80096        -185.0559847               0.218
         10560.25211        -2831.800957        -185.0559848               0.219
         10560.25211        -2831.800954        -185.0559848                0.22
         10560.25211        -2831.800951        -185.0559849               0.221
         10560.25211        -2831.800948         -185.055985               0.222
         10560.25211        -2831.800945        -185.0559851               0.223
         10560.25211        -2831.800942        -185.0559852               0.224
         10560.25211        -2831.800939        -185.0559852               0.225
         10560.25211        -2831.800936        -185.0559853               0.226
         10560.25212        -2831.800933        -185.0559854               0.227
         10560.25212         -2831.80093        -185.0559855               0.228
         10560.25212        -2831.800927        -185.0559856               0.229
         10560.25212        -2831.800924        -185.0559857                0.23
         10560.25212        -2831.800921        -185.0559857               0.231
         10560.25212        -2831.800918        -185.0559858               0.232
         10560.25212        -2831.800914        -185.0559859               0.233
         10560.25212        -2831.800911         -185.055986               0.234
         10560.25212        -2831.800908        -185.0559861               0.235
         10560.25212        -2831.800905        -185.0559861               0.236
         10560.25212        -2831.800902        -185.0559862               0.237
         10560.25212        -2831.800899        -185.0559863               0.238
         10560.25213        -2831.800896        -185.0559864               0.239
         10560.25213        -2831.800893        -185.0559865                0.24
         10560.25213         -2831.80089        -185.0559866               0.241
         10560.25213        -2831.800887        -185.0559866               0.242
         10560.25213        -2831.800884        -185.0559867               0.243
         10560.25213        -2831.800881        -185.0559868               0.244
         10560.25213        -2831.800878        -185.0559869               0.245
         10560.25213        -2831.800875         -185.055987               0.246
         10560.25213        -2831.800872         -185.055987               0.247
         10560.25213        -2831.800869        -185.0559871               0.248
         10560.25213        -2831.800866        -185.0559872               0.249
         10560.25213        -2831.800863        -185.0559873                0.25
         10560.25213         -2831.80086        -185.0559874               0.251
         10560.25214        -2831.800856        -185.0559874               0.252
         10560.25214        -2831.800853        -185.0559875               0.253
         10560.25214         -2831.80085        -185.0559876               0.254
         10560.25214        -2831.800847        -185.0559877               0.255
         10560.25214        -2831.800844        -185.0559878               0.256
         10560.25214        -2831.800841        -185.0559879               0.257
         10560.25214        -2831.800838        -185.0559879               0.258
         10560.25214        -2831.800835         -185.055988               0.259
         10560.25214        -2831.800832        -185.0559881                0.26
         10560.25214        -2831.800829        -185.0559882               0.261
         10560.25214        -2831.800826        -185.0559883               0.262
         10560.25214        -2831.800823        -185.0559883               0.263
         10560.25214         -2831.80082        -185.0559884               0.264
         10560.25215        -2831.800817        -185.0559885               0.265
         10560.25215        -2831.800814        -185.0559886               0.266
         10560.25215        -2831.800811        -185.0559887               0.267
         10560.25215        -2831.800808        -185.0559887               0.268
         10560.25215        -2831.800805        -185.0559888               0.269
         10560.25215        -2831.800802        -185.0559889                0.27
         10560.25215        -2831.800799         -185.055989               0.271
         10560.25215        -2831.800795        -185.0559891               0.272
         10560.25215        -2831.800792        -185.0559892               0.273
         10560.25215        -2831.800789        -185.0559892               0.274
         10560.25215        -2831.800786        -185.0559893               0.275
         10560.25215        -2831.800783        -185.0559894               0.276
         10560.25216         -2831.80078        -185.0559895               0.277
         10560.25216        -2831.800777        -185.0559896               0.278
